GUT_GENOME008152.HUMAN	2341	2053	1162	HUMAN	GUT_GENOME008152	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GUT_GENOME008340.HUMAN	1672	1430	880	HUMAN	GUT_GENOME008340	g__UBA737	genus__UBA737	genus	UBA737	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__
GUT_GENOME008742.HUMAN	2052	1459	809	HUMAN	GUT_GENOME008742	g__CAG-495	genus__CAG-495	genus	CAG-495	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__
GUT_GENOME008975.HUMAN	2993	2445	1352	HUMAN	GUT_GENOME008975	g__TF01-11	genus__TF01-11	genus	TF01-11	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__
GUT_GENOME009103.HUMAN	2542	2054	1107	HUMAN	GUT_GENOME007559	g__UBA7173	genus__UBA7173	genus	UBA7173	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__
GUT_GENOME009216.HUMAN	905	657	434	HUMAN	GUT_GENOME009216	g__UBA9845	genus__UBA9845	genus	UBA9845	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA9845;s__
GUT_GENOME009245.HUMAN	1688	1274	789	HUMAN	GUT_GENOME009245	f__Gastranaerophilaceae	family__Gastranaerophilaceae	family	Gastranaerophilaceae	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__;s__
GUT_GENOME009549.HUMAN	3004	2396	1344	HUMAN	GUT_GENOME009549	g__Acetatifactor	genus__Acetatifactor	genus	Acetatifactor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
GUT_GENOME009557.HUMAN	2737	2290	1263	HUMAN	GUT_GENOME009557	g__UBA7185	genus__UBA7185	genus	UBA7185	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__
GUT_GENOME009669.HUMAN	3464	2493	1320	HUMAN	GUT_GENOME009669	g__CAG-353	genus__CAG-353	genus	CAG-353	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__
GUT_GENOME009689.HUMAN	1766	1451	887	HUMAN	GUT_GENOME008420	f__Ruminococcaceae	family__Ruminococcaceae	family	Ruminococcaceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__
GUT_GENOME009750.HUMAN	1315	933	569	HUMAN	GUT_GENOME009750	g__CAG-1000	genus__CAG-1000	genus	CAG-1000	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__
GUT_GENOME009824.HUMAN	1704	1364	766	HUMAN	GUT_GENOME009824	g__UBA1737	genus__UBA1737	genus	UBA1737	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1737;s__
GUT_GENOME010079.HUMAN	2115	1653	916	HUMAN	GUT_GENOME010079	g__UMGS1865	genus__UMGS1865	genus	UMGS1865	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__
GUT_GENOME010373.HUMAN	1559	1318	796	HUMAN	GUT_GENOME010373	g__Eubacterium_R	genus__Eubacterium_R	genus	Eubacterium_R	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__
GUT_GENOME010556.HUMAN	1697	1066	679	HUMAN	GUT_GENOME010556	g__RUG410	genus__RUG410	genus	RUG410	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__
GUT_GENOME011144.HUMAN	1982	1524	931	HUMAN	GUT_GENOME011144	f__Rikenellaceae	family__Rikenellaceae	family	Rikenellaceae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
GUT_GENOME011213.HUMAN	1982	1594	931	HUMAN	GUT_GENOME011213	f__Victivallaceae	family__Victivallaceae	family	Victivallaceae	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__;s__
GUT_GENOME011267.HUMAN	1539	1083	592	HUMAN	GUT_GENOME011267	g__UBA6414	genus__UBA6414	genus	UBA6414	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__UBA6414;s__
GUT_GENOME011451.HUMAN	1332	1009	558	HUMAN	GUT_GENOME011451	g__UBA7642	genus__UBA7642	genus	UBA7642	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__
GUT_GENOME012071.HUMAN	1976	1682	947	HUMAN	GUT_GENOME012071	g__UMGS1387	genus__UMGS1387	genus	UMGS1387	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS1387;s__
GUT_GENOME012637.HUMAN	1717	1321	734	HUMAN	GUT_GENOME011230	f__Borkfalkiaceae	family__Borkfalkiaceae	family	Borkfalkiaceae	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__;s__
GUT_GENOME012905.HUMAN	2671	2086	1248	HUMAN	GUT_GENOME012905	g__Phascolarctobacterium_A	genus__Phascolarctobacterium_A	genus	Phascolarctobacterium_A	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__
GUT_GENOME013034.HUMAN	2693	2132	1191	HUMAN	GUT_GENOME013034	g__CAG-115	genus__CAG-115	genus	CAG-115	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__
GUT_GENOME013046.HUMAN	1688	1380	806	HUMAN	GUT_GENOME013046	f__Anaeroplasmataceae	family__Anaeroplasmataceae	family	Anaeroplasmataceae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__;s__
GUT_GENOME013055.HUMAN	2272	1759	926	HUMAN	GUT_GENOME011195	g__UMGS1865	genus__UMGS1865	genus	UMGS1865	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__
GUT_GENOME013168.HUMAN	2551	2088	1089	HUMAN	GUT_GENOME013168	o__UMGS1883	order__UMGS1883	order	UMGS1883	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__;g__;s__
GUT_GENOME013235.HUMAN	1999	1217	671	HUMAN	GUT_GENOME011145	g__CAG-1000	genus__CAG-1000	genus	CAG-1000	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__
GUT_GENOME013280.HUMAN	1325	957	563	HUMAN	GUT_GENOME013280	g__UMGS995	genus__UMGS995	genus	UMGS995	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__UMGS995;s__
GUT_GENOME013431.HUMAN	2467	1805	915	HUMAN	GUT_GENOME013431	g__UBA4636	genus__UBA4636	genus	UBA4636	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA4636;s__
GUT_GENOME013773.HUMAN	2512	1545	866	HUMAN	GUT_GENOME011650	g__RUG410	genus__RUG410	genus	RUG410	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__
GUT_GENOME013957.HUMAN	1274	1049	665	HUMAN	GUT_GENOME013957	f__Elusimicrobiaceae	family__Elusimicrobiaceae	family	Elusimicrobiaceae	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__;s__
GUT_GENOME014081.HUMAN	2774	2273	1209	HUMAN	GUT_GENOME014081	g__CAG-590	genus__CAG-590	genus	CAG-590	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__
GUT_GENOME014491.HUMAN	2430	1904	1219	HUMAN	GUT_GENOME011333	g__Duodenibacillus	genus__Duodenibacillus	genus	Duodenibacillus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__
GUT_GENOME014555.HUMAN	3308	2634	1364	HUMAN	GUT_GENOME014555	g__Prevotella	genus__Prevotella	genus	Prevotella	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__
GUT_GENOME014643.HUMAN	1972	1160	696	HUMAN	GUT_GENOME010533	f__CAG-239	family__CAG-239	family	CAG-239	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__;s__
GUT_GENOME014765.HUMAN	2241	1843	1021	HUMAN	GUT_GENOME014765	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME015816.HUMAN	2265	1807	1154	HUMAN	GUT_GENOME015816	g__Sutterella	genus__Sutterella	genus	Sutterella	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__
GUT_GENOME016626.HUMAN	1929	1698	1100	HUMAN	GUT_GENOME016626	g__Sutterella	genus__Sutterella	genus	Sutterella	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__
GUT_GENOME017205.HUMAN	1778	1574	1022	HUMAN	GUT_GENOME017205	g__Sutterella	genus__Sutterella	genus	Sutterella	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__
GUT_GENOME017790.HUMAN	1843	1621	1057	HUMAN	GUT_GENOME017790	g__Streptococcus	genus__Streptococcus	genus	Streptococcus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
GUT_GENOME017813.HUMAN	3637	2734	1404	HUMAN	GUT_GENOME017685	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME017883.HUMAN	1364	1035	682	HUMAN	GUT_GENOME017883	g__CAG-495	genus__CAG-495	genus	CAG-495	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__
GUT_GENOME017938.HUMAN	3096	2527	1373	HUMAN	GUT_GENOME014184	g__Acetatifactor	genus__Acetatifactor	genus	Acetatifactor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
GUT_GENOME017973.HUMAN	2680	2294	1051	HUMAN	GUT_GENOME017973	g__UMGS124	genus__UMGS124	genus	UMGS124	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__
GUT_GENOME017990.HUMAN	1727	1467	872	HUMAN	GUT_GENOME017990	g__TF01-11	genus__TF01-11	genus	TF01-11	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__
GUT_GENOME018057.HUMAN	1445	969	619	HUMAN	GUT_GENOME018057	g__RUG410	genus__RUG410	genus	RUG410	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__
GUT_GENOME018108.HUMAN	1918	1338	743	HUMAN	GUT_GENOME018108	g__UMGS75	genus__UMGS75	genus	UMGS75	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UMGS75;s__
GUT_GENOME018175.HUMAN	1731	1479	863	HUMAN	GUT_GENOME018175	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME018196.HUMAN	3044	2341	1200	HUMAN	GUT_GENOME018196	g__UMGS1293	genus__UMGS1293	genus	UMGS1293	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UMGS1293;s__
GUT_GENOME018318.HUMAN	2409	1889	1068	HUMAN	GUT_GENOME018318	g__Senegalimassilia	genus__Senegalimassilia	genus	Senegalimassilia	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__
GUT_GENOME018344.HUMAN	1672	1499	903	HUMAN	GUT_GENOME018344	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME018376.HUMAN	1681	1409	833	HUMAN	GUT_GENOME018376	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME018575.HUMAN	1929	1602	972	HUMAN	GUT_GENOME018575	g__Ruminococcus_C	genus__Ruminococcus_C	genus	Ruminococcus_C	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__
GUT_GENOME018669.HUMAN	1616	1085	683	HUMAN	GUT_GENOME017809	f__CAG-239	family__CAG-239	family	CAG-239	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__;s__
GUT_GENOME018684.HUMAN	1718	1538	978	HUMAN	GUT_GENOME018684	g__Megasphaera	genus__Megasphaera	genus	Megasphaera	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__
GUT_GENOME018685.HUMAN	2672	2200	1027	HUMAN	GUT_GENOME018685	g__UMGS124	genus__UMGS124	genus	UMGS124	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__
GUT_GENOME018735.HUMAN	2769	2159	1094	HUMAN	GUT_GENOME018735	g__UBA11452	genus__UBA11452	genus	UBA11452	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA11452;s__
GUT_GENOME018782.HUMAN	1886	1518	921	HUMAN	GUT_GENOME018782	g__CAG-1427	genus__CAG-1427	genus	CAG-1427	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__
GUT_GENOME018882.HUMAN	2972	2427	1341	HUMAN	GUT_GENOME017873	g__Acetatifactor	genus__Acetatifactor	genus	Acetatifactor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
GUT_GENOME018957.HUMAN	3094	2643	1449	HUMAN	GUT_GENOME018957	g__Blautia_A	genus__Blautia_A	genus	Blautia_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__
GUT_GENOME018964.HUMAN	2037	1791	1096	HUMAN	GUT_GENOME018964	g__Duodenibacillus	genus__Duodenibacillus	genus	Duodenibacillus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__
GUT_GENOME018982.HUMAN	2182	1863	1121	HUMAN	GUT_GENOME018982	g__Eubacterium_J	genus__Eubacterium_J	genus	Eubacterium_J	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_J;s__
GUT_GENOME018983.HUMAN	1977	1696	981	HUMAN	GUT_GENOME018983	g__CAG-632	genus__CAG-632	genus	CAG-632	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__
GUT_GENOME019121.HUMAN	2682	2225	1131	HUMAN	GUT_GENOME019121	g__Victivallis	genus__Victivallis	genus	Victivallis	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__
GUT_GENOME019145.HUMAN	1764	1530	1059	HUMAN	GUT_GENOME019145	f__SFHR01	family__SFHR01	family	SFHR01	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SFHR01;g__;s__
GUT_GENOME019189.HUMAN	2004	1742	1074	HUMAN	GUT_GENOME019189	g__SFJ001	genus__SFJ001	genus	SFJ001	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SFJ001;s__
GUT_GENOME019271.HUMAN	2057	1719	984	HUMAN	GUT_GENOME019194	g__UMGS1773	genus__UMGS1773	genus	UMGS1773	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UMGS1773;s__
GUT_GENOME019319.HUMAN	1711	1515	906	HUMAN	GUT_GENOME019319	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME019327.HUMAN	1320	1143	730	HUMAN	GUT_GENOME019327	g__Arcanobacterium_A	genus__Arcanobacterium_A	genus	Arcanobacterium_A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__
GUT_GENOME019330.HUMAN	2925	2284	1238	HUMAN	GUT_GENOME017814	g__Senegalimassilia	genus__Senegalimassilia	genus	Senegalimassilia	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__
GUT_GENOME019343.HUMAN	2086	1680	967	HUMAN	GUT_GENOME017706	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME020249.HUMAN	1661	1495	906	HUMAN	GUT_GENOME020249	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
