24141_1#67.MOUSE	24141_1#67	g__Dorea	genus__Dorea	genus	Dorea	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__
24141_1#69.MOUSE	24141_1#69	g__UBA7173	genus__UBA7173	genus	UBA7173	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__
24141_1#78.MOUSE	24141_1#64	g__14-2	genus__14-2	genus	14-2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__
24141_1#8.MOUSE	24141_1#8	g__Adlercreutzia	genus__Adlercreutzia	genus	Adlercreutzia	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__
24141_1#81.MOUSE	24141_1#81	g__CAG-81	genus__CAG-81	genus	CAG-81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__
24141_1#83.MOUSE	24141_1#83	g__CAG-81	genus__CAG-81	genus	CAG-81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__
24141_1#85.MOUSE	24141_1#85	f__Anaerovoracaceae	family__Anaerovoracaceae	family	Anaerovoracaceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__
24141_1#86.MOUSE	24141_1#86	g__Dorea	genus__Dorea	genus	Dorea	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__
24141_1#9.MOUSE	24141_1#9	f__Atopobiaceae	family__Atopobiaceae	family	Atopobiaceae	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__;s__
24141_1#93.MOUSE	24141_1#93	g__Faecalicatena	genus__Faecalicatena	genus	Faecalicatena	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__
31664_4#109.MOUSE	24141_1#82	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
31664_4#111.MOUSE	24141_1#19	g__Eubacterium_J	genus__Eubacterium_J	genus	Eubacterium_J	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_J;s__
31664_4#115.MOUSE	24141_1#31	g__14-2	genus__14-2	genus	14-2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__
31664_4#119.MOUSE	31664_4#119	g__TF01-11	genus__TF01-11	genus	TF01-11	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__
31664_4#16.MOUSE	21999_2#19	f__Eggerthellaceae	family__Eggerthellaceae	family	Eggerthellaceae	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__
31664_4#19.MOUSE	24141_1#34	g__Acetatifactor	genus__Acetatifactor	genus	Acetatifactor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
31664_4#22.MOUSE	21999_2#63	f__Eggerthellaceae	family__Eggerthellaceae	family	Eggerthellaceae	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__
31664_4#32.MOUSE	31664_4#32	f__Erysipelotrichaceae	family__Erysipelotrichaceae	family	Erysipelotrichaceae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__
31664_4#33.MOUSE	31664_4#33	f__Anaerovoracaceae	family__Anaerovoracaceae	family	Anaerovoracaceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__
31664_4#36.MOUSE	31664_4#107	g__Dorea	genus__Dorea	genus	Dorea	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__
31664_4#59.MOUSE	24141_1#18	g__Acutalibacter	genus__Acutalibacter	genus	Acutalibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__
31664_4#67.MOUSE	31664_4#67	g__Clostridium_M	genus__Clostridium_M	genus	Clostridium_M	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__
31664_4#83.MOUSE	31664_4#83	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
31664_4#88.MOUSE	24141_1#55	g__14-2	genus__14-2	genus	14-2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__
31664_4#89.MOUSE	24141_1#47	g__14-2	genus__14-2	genus	14-2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__
ERR1211980.MOUSE	ERR1211980	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
ERR1211983.MOUSE	ERR1211983	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
ERR1211990.MOUSE	ERR1211990	g__Actinomyces	genus__Actinomyces	genus	Actinomyces	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__
ERR1211993.MOUSE	ERR1211993	f__Garciellaceae	family__Garciellaceae	family	Garciellaceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Garciellaceae;g__;s__
ERR1212028.MOUSE	ERR1212028	g__Clostridium	genus__Clostridium	genus	Clostridium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
ERR1212031.MOUSE	ERR1212031	g__Lactobacillus	genus__Lactobacillus	genus	Lactobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__
GCA_003611875.MOUSE	24141_1#71	g__UBA9502	genus__UBA9502	genus	UBA9502	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__
GCA_003611955.MOUSE	GCA_003611955	g__UBA7050	genus__UBA7050	genus	UBA7050	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7050;s__
GCA_003612285.MOUSE	GCA_003612285	g__TF01-11	genus__TF01-11	genus	TF01-11	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__
GCA_003612335.MOUSE	GCA_003612335	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
GCA_003612395.MOUSE	GCA_003612395	g__CAG-95	genus__CAG-95	genus	CAG-95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__
GCA_003612405.MOUSE	GCA_003612405	g__UBA3282	genus__UBA3282	genus	UBA3282	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__
GCA_003612475.MOUSE	GCA_003612475	f__Eggerthellaceae	family__Eggerthellaceae	family	Eggerthellaceae	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__
GCA_003612515.MOUSE	GCA_003612515	f__Eggerthellaceae	family__Eggerthellaceae	family	Eggerthellaceae	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__
GCA_003612525.MOUSE	GCA_003612525	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GCA_003612555.MOUSE	GCA_003612555	g__Acutalibacter	genus__Acutalibacter	genus	Acutalibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__
GCA_003612585.MOUSE	GCA_003612585	g__UBA7160	genus__UBA7160	genus	UBA7160	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__
GCA_003612615.MOUSE	GCA_003611835	g__Virgibacillus	genus__Virgibacillus	genus	Virgibacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Amphibacillaceae;g__Virgibacillus;s__
GCA_004792655.MOUSE	GCA_004792655	g__Prevotella	genus__Prevotella	genus	Prevotella	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__
GCA_004793545.MOUSE	GCA_004793545	g__14-2	genus__14-2	genus	14-2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__
GCA_004793585.MOUSE	21999_2#53	g__CAG-56	genus__CAG-56	genus	CAG-56	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__
GCA_004793885.MOUSE	GCA_004793885	g__Dubosiella	genus__Dubosiella	genus	Dubosiella	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__
GCA_004794105.MOUSE	GCA_004794105	g__Clostridium	genus__Clostridium	genus	Clostridium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GCA_009649495.MOUSE	GCA_009649495	g__Lactobacillus_H	genus__Lactobacillus_H	genus	Lactobacillus_H	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__
GCA_009663775.MOUSE	GCA_009663775	g__Lactobacillus_H	genus__Lactobacillus_H	genus	Lactobacillus_H	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__
GCA_009911065.MOUSE	31664_4#110	g__UBA9502	genus__UBA9502	genus	UBA9502	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__
GCA_009911185.MOUSE	GCA_009911185	g__14-2	genus__14-2	genus	14-2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__
GCA_009911195.MOUSE	GCA_009911195	g__Kineothrix	genus__Kineothrix	genus	Kineothrix	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__
GCA_009911255.MOUSE	GCA_003669055	g__UBA9502	genus__UBA9502	genus	UBA9502	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__
GCA_009911265.MOUSE	GCA_009911265	o__Tissierellales	order__Tissierellales	order	Tissierellales	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__;g__;s__
GCA_009911305.MOUSE	GCA_009911305	g__Clostridium_Q	genus__Clostridium_Q	genus	Clostridium_Q	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__
GCA_009911355.MOUSE	GCA_009911335	f__Butyricicoccaceae	family__Butyricicoccaceae	family	Butyricicoccaceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__;s__
GCA_009911595.MOUSE	GCA_009911595	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
GCA_009911645.MOUSE	GCA_009911645	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
GCA_009917305.MOUSE	GCA_009917305	g__Acutalibacter	genus__Acutalibacter	genus	Acutalibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__
GCA_009917315.MOUSE	GCA_009917315	g__Enterococcus_A	genus__Enterococcus_A	genus	Enterococcus_A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A;s__
GCA_009917405.MOUSE	GCA_009917405	f__Erysipelotrichaceae	family__Erysipelotrichaceae	family	Erysipelotrichaceae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__
GCA_009917485.MOUSE	GCA_009917485	g__CAG-95	genus__CAG-95	genus	CAG-95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__
GCA_009917525.MOUSE	GCA_009917525	g__Acutalibacter	genus__Acutalibacter	genus	Acutalibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__
GCA_009917555.MOUSE	GCA_009917555	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GCA_009917615.MOUSE	GCA_009917615	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
GCA_009917645.MOUSE	GCA_009917645	g__Bacillus_AK	genus__Bacillus_AK	genus	Bacillus_AK	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_AK;s__
GCA_009935805.MOUSE	GCA_009935805	g__Emergencia	genus__Emergencia	genus	Emergencia	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__
GCA_009935845.MOUSE	GCA_009935845	g__Flavonifractor	genus__Flavonifractor	genus	Flavonifractor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__
GCA_009936035.MOUSE	21999_2#9	g__Acutalibacter	genus__Acutalibacter	genus	Acutalibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__
GCA_009936055.MOUSE	GCA_009917445	g__Acutalibacter	genus__Acutalibacter	genus	Acutalibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__
GUT_GENOME000035.HUMAN	GUT_GENOME000035	g__Bacteroides	genus__Bacteroides	genus	Bacteroides	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
GUT_GENOME000054.HUMAN	GUT_GENOME000054	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME000057.HUMAN	GUT_GENOME000057	g__Enterobacter	genus__Enterobacter	genus	Enterobacter	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__
GUT_GENOME000319.HUMAN	GUT_GENOME000319	g__Exiguobacterium	genus__Exiguobacterium	genus	Exiguobacterium	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__
GUT_GENOME000420.HUMAN	GUT_GENOME000378	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
GUT_GENOME000459.HUMAN	GUT_GENOME000459	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
GUT_GENOME000479.HUMAN	GUT_GENOME000457	g__UBA7160	genus__UBA7160	genus	UBA7160	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__
GUT_GENOME000484.HUMAN	GUT_GENOME000484	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME000496.HUMAN	GUT_GENOME000496	g__GCA-900066755	genus__GCA-900066755	genus	GCA-900066755	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__
GUT_GENOME000508.HUMAN	GUT_GENOME000508	g__Leuconostoc	genus__Leuconostoc	genus	Leuconostoc	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__
GUT_GENOME000522.HUMAN	GUT_GENOME000522	f__Massilibacillaceae	family__Massilibacillaceae	family	Massilibacillaceae	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Massilibacillaceae;g__;s__
GUT_GENOME000534.HUMAN	GUT_GENOME000048	g__Terrisporobacter	genus__Terrisporobacter	genus	Terrisporobacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__
GUT_GENOME000537.HUMAN	GUT_GENOME000079	f__Anaerovoracaceae	family__Anaerovoracaceae	family	Anaerovoracaceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__
GUT_GENOME000545.HUMAN	GUT_GENOME000333	g__Clostridium	genus__Clostridium	genus	Clostridium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME000564.HUMAN	GUT_GENOME000564	g__Streptococcus	genus__Streptococcus	genus	Streptococcus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
GUT_GENOME000565.HUMAN	GUT_GENOME000063	g__Kluyvera	genus__Kluyvera	genus	Kluyvera	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__
GUT_GENOME000572.HUMAN	GUT_GENOME000570	g__Streptococcus	genus__Streptococcus	genus	Streptococcus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
GUT_GENOME000573.HUMAN	GUT_GENOME000556	g__Clostridium_J	genus__Clostridium_J	genus	Clostridium_J	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__
GUT_GENOME000575.HUMAN	GUT_GENOME000575	g__Exiguobacterium_A	genus__Exiguobacterium_A	genus	Exiguobacterium_A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__
GUT_GENOME000582.HUMAN	GUT_GENOME000582	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
