GCA_003612335	s__Lawsonibacter sp003612335	species__Lawsonibacter sp003612335	species	Lawsonibacter sp003612335	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp003612335
21999_2#23	s__Blautia coccoides_A	species__Blautia coccoides_A	species	Blautia coccoides_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia coccoides_A
GCA_001689125	s__Blautia coccoides_A	species__Blautia coccoides_A	species	Blautia coccoides_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia coccoides_A
ERR1212012	s__Blautia coccoides_A	species__Blautia coccoides_A	species	Blautia coccoides_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia coccoides_A
GCA_000364245	s__Schaedlerella sp000364245	species__Schaedlerella sp000364245	species	Schaedlerella sp000364245	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp000364245
24141_1#90	s__Schaedlerella sp000364245	species__Schaedlerella sp000364245	species	Schaedlerella sp000364245	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp000364245
GCA_003885045	s__Schaedlerella sp000364245	species__Schaedlerella sp000364245	species	Schaedlerella sp000364245	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp000364245
31664_4#86	s__Schaedlerella sp000364245	species__Schaedlerella sp000364245	species	Schaedlerella sp000364245	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp000364245
GCA_009911275	s__Schaedlerella sp000403295	species__Schaedlerella sp000403295	species	Schaedlerella sp000403295	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp000403295
ERR1211984	s__Dorea muris	species__Dorea muris	species	Dorea muris	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea muris
GCA_000364225	s__Eubacterium_J plexicaudatum	species__Eubacterium_J plexicaudatum	species	Eubacterium_J plexicaudatum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_J;s__Eubacterium_J plexicaudatum
GCA_000403255	s__14-2 sp000403255	species__14-2 sp000403255	species	14-2 sp000403255	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp000403255
GCA_004793545	s__14-2 sp004793545	species__14-2 sp004793545	species	14-2 sp004793545	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp004793545
GCA_003611805	s__UBA3282 sp003611805	species__UBA3282 sp003611805	species	UBA3282 sp003611805	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805
24141_1#44	s__UBA3282 sp003611805	species__UBA3282 sp003611805	species	UBA3282 sp003611805	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805
GCA_003612405	s__UBA3282 sp003612405	species__UBA3282 sp003612405	species	UBA3282 sp003612405	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003612405
GCA_000403275	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
24141_1#40	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
GCA_002358575	s__COE1 sp002358575	species__COE1 sp002358575	species	COE1 sp002358575	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp002358575
GCA_002358535	s__COE1 sp002358575	species__COE1 sp002358575	species	COE1 sp002358575	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp002358575
GCA_000403335	s__COE1 sp000403335	species__COE1 sp000403335	species	COE1 sp000403335	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335
24141_1#58	s__COE1 sp000403335	species__COE1 sp000403335	species	COE1 sp000403335	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335
GCA_003611955	s__1XD8-76 sp003611955	species__1XD8-76 sp003611955	species	1XD8-76 sp003611955	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__1XD8-76 sp003611955
GCA_000403495	s__CAG-95 sp000403495	species__CAG-95 sp000403495	species	CAG-95 sp000403495	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp000403495
GCA_003612395	s__CAG-95 sp003612395	species__CAG-95 sp003612395	species	CAG-95 sp003612395	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp003612395
ERR1212025	s__Acetatifactor muris	species__Acetatifactor muris	species	Acetatifactor muris	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor muris
GCA_003612525	s__C-53 sp003612525	species__C-53 sp003612525	species	C-53 sp003612525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__C-53;s__C-53 sp003612525
ERR1211994	s__Enterocloster bolteae	species__Enterocloster bolteae	species	Enterocloster bolteae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae
31664_4#67	s__Enterocloster aldenensis	species__Enterocloster aldenensis	species	Enterocloster aldenensis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis
ERR1212003	s__Paraclostridium bifermentans	species__Paraclostridium bifermentans	species	Paraclostridium bifermentans	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium bifermentans
ERR1212026	s__Paeniclostridium sordellii	species__Paeniclostridium sordellii	species	Paeniclostridium sordellii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paeniclostridium;s__Paeniclostridium sordellii
GCA_009917325	s__Clostridioides difficile	species__Clostridioides difficile	species	Clostridioides difficile	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile
ERR1212022	s__Anaerosalibacter_A massiliensis	species__Anaerosalibacter_A massiliensis	species	Anaerosalibacter_A massiliensis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sporanaerobacteraceae;g__Anaerosalibacter_A;s__Anaerosalibacter_A massiliensis
ERR1212014	s__Clostridium_F tepidum	species__Clostridium_F tepidum	species	Clostridium_F tepidum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F tepidum
ERR1212029	s__Clostridium_G cochlearium	species__Clostridium_G cochlearium	species	Clostridium_G cochlearium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G cochlearium
GCA_003611795	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GCA_004794105	s__Clostridium sartagoforme_B	species__Clostridium sartagoforme_B	species	Clostridium sartagoforme_B	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sartagoforme_B
GCA_004793785	s__Clostridium_P perfringens	species__Clostridium_P perfringens	species	Clostridium_P perfringens	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens
24141_1#92	s__Adlercreutzia sp004793465	species__Adlercreutzia sp004793465	species	Adlercreutzia sp004793465	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia sp004793465
GCA_009927985	s__Adlercreutzia sp004793465	species__Adlercreutzia sp004793465	species	Adlercreutzia sp004793465	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia sp004793465
31664_4#23	s__Adlercreutzia sp004793465	species__Adlercreutzia sp004793465	species	Adlercreutzia sp004793465	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia sp004793465
24141_1#8	s__Adlercreutzia sp004793465	species__Adlercreutzia sp004793465	species	Adlercreutzia sp004793465	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia sp004793465
GCA_000403355	s__Adlercreutzia caecimuris	species__Adlercreutzia caecimuris	species	Adlercreutzia caecimuris	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris
GCA_004801615	s__Adlercreutzia caecimuris	species__Adlercreutzia caecimuris	species	Adlercreutzia caecimuris	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris
GCA_009917565	s__Adlercreutzia caecimuris	species__Adlercreutzia caecimuris	species	Adlercreutzia caecimuris	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris
ERR1212006	s__Adlercreutzia caecimuris	species__Adlercreutzia caecimuris	species	Adlercreutzia caecimuris	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris
21999_2#6	s__Adlercreutzia caecimuris	species__Adlercreutzia caecimuris	species	Adlercreutzia caecimuris	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris
GCA_002933955	s__Prevotellamassilia sp002933955	species__Prevotellamassilia sp002933955	species	Prevotellamassilia sp002933955	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp002933955
GCA_000403175	s__Bacteroides uniformis	species__Bacteroides uniformis	species	Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
31664_4#103	s__Bacteroides sp002491635	species__Bacteroides sp002491635	species	Bacteroides sp002491635	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp002491635
ERR1212002	s__Bacteroides xylanisolvens	species__Bacteroides xylanisolvens	species	Bacteroides xylanisolvens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens
21999_2#7	s__Bacteroides caecimuris	species__Bacteroides caecimuris	species	Bacteroides caecimuris	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris
GCA_003612665	s__Bacteroides ovatus	species__Bacteroides ovatus	species	Bacteroides ovatus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus
GCA_003670205	s__Bacteroides acidifaciens	species__Bacteroides acidifaciens	species	Bacteroides acidifaciens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens
GCA_003671855	s__Bacteroides acidifaciens	species__Bacteroides acidifaciens	species	Bacteroides acidifaciens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens
ERR1212001	s__Bacteroides acidifaciens	species__Bacteroides acidifaciens	species	Bacteroides acidifaciens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens
GCA_004794095	s__Bacteroides acidifaciens	species__Bacteroides acidifaciens	species	Bacteroides acidifaciens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens
21999_2#1	s__Bacteroides acidifaciens	species__Bacteroides acidifaciens	species	Bacteroides acidifaciens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens
31664_4#95	s__Bacteroides acidifaciens	species__Bacteroides acidifaciens	species	Bacteroides acidifaciens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens
GCA_000403155	s__Bacteroides thetaiotaomicron	species__Bacteroides thetaiotaomicron	species	Bacteroides thetaiotaomicron	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron
GCA_004801645	s__Bacteroides faecichinchillae	species__Bacteroides faecichinchillae	species	Bacteroides faecichinchillae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae
GCA_000403235	s__Phocaeicola vulgatus	species__Phocaeicola vulgatus	species	Phocaeicola vulgatus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
GCA_009910985	s__Phocaeicola vulgatus	species__Phocaeicola vulgatus	species	Phocaeicola vulgatus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
32139_8#1	s__Phocaeicola vulgatus	species__Phocaeicola vulgatus	species	Phocaeicola vulgatus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
ERR1212023	s__Phocaeicola sartorii	species__Phocaeicola sartorii	species	Phocaeicola sartorii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sartorii
GCA_000403195	s__Phocaeicola sartorii	species__Phocaeicola sartorii	species	Phocaeicola sartorii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sartorii
GCA_004793835	s__Phocaeicola sartorii	species__Phocaeicola sartorii	species	Phocaeicola sartorii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sartorii
GCA_009911015	s__Phocaeicola sartorii	species__Phocaeicola sartorii	species	Phocaeicola sartorii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sartorii
GCA_001689415	s__CAG-873 sp001689415	species__CAG-873 sp001689415	species	CAG-873 sp001689415	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689415
24141_1#68	s__UBA7173 sp001689685	species__UBA7173 sp001689685	species	UBA7173 sp001689685	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689685
GCA_001689485	s__UBA7173 sp001689485	species__UBA7173 sp001689485	species	UBA7173 sp001689485	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485
GCA_001689615	s__UBA3263 sp001689615	species__UBA3263 sp001689615	species	UBA3263 sp001689615	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA3263;s__UBA3263 sp001689615
GCA_001689495	s__Duncaniella sp001689495	species__Duncaniella sp001689495	species	Duncaniella sp001689495	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella sp001689495
ERR1212015	s__Alistipes timonensis	species__Alistipes timonensis	species	Alistipes timonensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes timonensis
GCA_009663755	s__Alistipes onderdonkii	species__Alistipes onderdonkii	species	Alistipes onderdonkii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii
21999_2#76	s__Alistipes sp002362235	species__Alistipes sp002362235	species	Alistipes sp002362235	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002362235
GCA_009917645	g__Bacillus_AK	genus__Bacillus_AK	genus	Bacillus_AK	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_AK;s__
24141_1#14	g__Anaerotruncus	genus__Anaerotruncus	genus	Anaerotruncus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__
GCA_009911235	g__Anaerotruncus	genus__Anaerotruncus	genus	Anaerotruncus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__
ERR1212009	g__Anaerotruncus	genus__Anaerotruncus	genus	Anaerotruncus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__
24141_1#56	g__UBA9475	genus__UBA9475	genus	UBA9475	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__
ERR1211980	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
GCA_009911645	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
24141_1#46	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
GCA_009917615	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
24141_1#28	g__UBA7182	genus__UBA7182	genus	UBA7182	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__
31664_4#70	g__UBA7182	genus__UBA7182	genus	UBA7182	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__
31664_4#83	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
24141_1#93	g__Schaedlerella	genus__Schaedlerella	genus	Schaedlerella	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__
GCA_009911175	g__Schaedlerella	genus__Schaedlerella	genus	Schaedlerella	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__
21999_2#10	g__Schaedlerella	genus__Schaedlerella	genus	Schaedlerella	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__
31664_4#65	g__Schaedlerella	genus__Schaedlerella	genus	Schaedlerella	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__
31664_4#85	g__Dorea	genus__Dorea	genus	Dorea	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__
24141_1#73	g__Eubacterium_J	genus__Eubacterium_J	genus	Eubacterium_J	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_J;s__
24141_1#78	g__14-2	genus__14-2	genus	14-2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__
24141_1#42	g__UBA3282	genus__UBA3282	genus	UBA3282	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__
24141_1#53	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GCA_009911195	g__Kineothrix	genus__Kineothrix	genus	Kineothrix	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__
24141_1#41	g__1XD8-76	genus__1XD8-76	genus	1XD8-76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__
21999_2#46	g__1XD8-76	genus__1XD8-76	genus	1XD8-76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__
GCA_009917485	g__CAG-95	genus__CAG-95	genus	CAG-95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__
GCA_009917455	g__CAG-95	genus__CAG-95	genus	CAG-95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__
GCA_009911035	g__CAG-95	genus__CAG-95	genus	CAG-95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__
31664_4#19	g__Acetatifactor	genus__Acetatifactor	genus	Acetatifactor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
21999_2#79	g__UBA2882	genus__UBA2882	genus	UBA2882	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2882;s__
