MGBC000115	MGBC106896	g__UBA7182
MGBC000116	MGBC000116	g__UBA7182
MGBC000118	MGBC000118	g__14-2
MGBC000120	MGBC000120	g__Acutalibacter
MGBC000121	MGBC102897	f__Lachnospiraceae
MGBC000124	MGBC105519	g__UBA9502
MGBC000126	MGBC162430	s__Bifidobacterium globosum
MGBC000128	MGBC000334	s__Adlercreutzia caecimuris
MGBC000129	MGBC101821	s__Kineothrix sp000403275
MGBC000130	MGBC135302	g__1XD8-76
MGBC000131	MGBC103686	g__UBA3282
MGBC000132	MGBC112607	s__Duncaniella muris
MGBC000133	MGBC105541	s__UBA3282 sp003611805
MGBC000134	MGBC000134	g__D16-34
MGBC000135	MGBC000135	g__Lawsonibacter
MGBC000137	MGBC000137	g__Dorea
MGBC000138	MGBC142035	g__Hungatella_A
MGBC000139	MGBC000139	s__Staphylococcus warneri
MGBC000141	MGBC000141	g__Eubacterium_G
MGBC000143	MGBC163085	f__Lachnospiraceae
MGBC000146	MGBC000146	g__UBA9475
MGBC000147	MGBC000147	f__Erysipelotrichaceae
MGBC000148	MGBC106688	s__COE1 sp000403335
MGBC000151	MGBC000151	g__Oscillibacter
MGBC000153	MGBC000153	g__Oscillibacter
MGBC000154	MGBC129998	g__1XD42-69
MGBC000156	MGBC164771	g__Eubacterium_F
MGBC000158	MGBC000158	g__Dorea
MGBC000159	MGBC143931	s__UBA7173 sp001689685
MGBC000160	MGBC164577	g__UBA7173
MGBC000161	MGBC000161	g__Desulfovibrio
MGBC000162	MGBC104726	g__Alistipes
MGBC000163	MGBC000441	s__UBA9502 sp003611875
MGBC000167	MGBC161412	g__Clostridium_Q
MGBC000168	MGBC156614	g__UMGS1370
MGBC000170	MGBC000170	g__14-2
MGBC000171	MGBC000171	f__Lachnospiraceae
MGBC000172	MGBC000172	s__Streptococcus oralis
MGBC000174	MGBC118027	g__CAG-81
MGBC000176	MGBC000176	g__CAG-81
MGBC000178	MGBC000178	f__Anaerovoracaceae
MGBC000179	MGBC116392	g__Dorea
MGBC000181	MGBC142035	g__Hungatella_A
MGBC000183	MGBC000183	s__Adlercreutzia sp004793465
MGBC000185	MGBC105567	s__Ligilactobacillus murinus
MGBC000186	MGBC000183	s__Adlercreutzia sp004793465
MGBC000187	MGBC156629	g__Schaedlerella
MGBC000190	MGBC000190	s__NM07-P-09 sp004793665
MGBC000191	MGBC164771	g__Eubacterium_F
MGBC000199	MGBC000199	s__Bacillus_AC sp001076885
MGBC000200	MGBC000200	f__Lachnospiraceae
MGBC000201	MGBC000489	g__UBA9502
MGBC000202	MGBC130483	g__Eubacterium_J
MGBC000203	MGBC000203	s__Bacillus licheniformis
MGBC000204	MGBC000338	s__Oscillibacter sp000403435
MGBC000206	MGBC164203	g__14-2
MGBC000209	MGBC104191	g__Oscillibacter
MGBC000210	MGBC000210	g__TF01-11
MGBC000215	MGBC163961	f__Erysipelotrichaceae
MGBC000217	MGBC000217	s__Parvibacter caecicola
MGBC000218	MGBC000218	s__Staphylococcus pasteuri_A
MGBC000219	MGBC000219	g__Acetatifactor
MGBC000220	MGBC000220	g__Parvibacter
MGBC000221	MGBC000183	s__Adlercreutzia sp004793465
MGBC000224	MGBC000224	s__Staphylococcus epidermidis
MGBC000226	MGBC165187	f__Erysipelotrichaceae
MGBC000227	MGBC000227	f__Anaerovoracaceae
MGBC000228	MGBC129764	g__Dorea
MGBC000229	MGBC000199	s__Bacillus_AC sp001076885
MGBC000233	MGBC105519	g__UBA9502
MGBC000234	MGBC000234	s__Granulicatella adiacens
MGBC000236	MGBC136599	s__Enterocloster clostridioformis
MGBC000237	MGBC105132	g__UBA7182
MGBC000239	MGBC113583	s__Anaerotruncus sp000403395
MGBC000243	MGBC000243	g__Acutalibacter
MGBC000244	MGBC000375	s__Acutalibacter muris
MGBC000248	MGBC000287	s__Cutibacterium acnes
MGBC000249	MGBC000001	g__Schaedlerella
MGBC000250	MGBC115827	s__Parabacteroides distasonis
MGBC000251	MGBC000251	s__Enterocloster aldenensis
MGBC000254	MGBC132356	g__14-2
MGBC000258	MGBC000395	s__CAG-56 sp004793585
MGBC000260	MGBC136833	g__Anaerotignum
MGBC000263	MGBC000377	s__Muribaculum intestinale
MGBC000269	MGBC000269	f__Lachnospiraceae
MGBC000272	MGBC000320	s__Schaedlerella sp000364245
MGBC000274	MGBC166864	g__14-2
MGBC000275	MGBC000275	g__14-2
MGBC000282	MGBC000011	s__Bacteroides acidifaciens
MGBC000287	MGBC000287	s__Cutibacterium acnes
MGBC000289	MGBC000289	s__Chlamydia muridarum
MGBC000290	MGBC112607	s__Duncaniella muris
MGBC000291	MGBC110790	s__Paramuribaculum intestinale
MGBC000293	MGBC000377	s__Muribaculum intestinale
MGBC000294	MGBC110790	s__Paramuribaculum intestinale
MGBC000295	MGBC000377	s__Muribaculum intestinale
MGBC000296	MGBC109852	s__CAG-485 sp002493045
MGBC000297	MGBC110790	s__Paramuribaculum intestinale
MGBC000298	MGBC109742	s__Muribaculum sp002492595
MGBC000299	MGBC112607	s__Duncaniella muris
MGBC000300	MGBC000377	s__Muribaculum intestinale
MGBC000301	MGBC102794	s__Paramuribaculum sp001689565
MGBC000302	MGBC110790	s__Paramuribaculum intestinale
MGBC000304	MGBC143306	s__Duncaniella sp001689425
MGBC000306	MGBC129157	s__CAG-485 sp002362485
MGBC000307	MGBC120535	s__Duncaniella sp001689575
MGBC000308	MGBC129157	s__CAG-485 sp002362485
MGBC000309	MGBC129157	s__CAG-485 sp002362485
MGBC000310	MGBC112607	s__Duncaniella muris
MGBC000311	MGBC110790	s__Paramuribaculum intestinale
MGBC000312	MGBC129157	s__CAG-485 sp002362485
MGBC000313	MGBC135721	s__UBA7173 sp002491305
MGBC000315	MGBC000377	s__Muribaculum intestinale
MGBC000316	MGBC000316	s__ASF356 sp000364165
MGBC000317	MGBC000013	s__Lactobacillus intestinalis
MGBC000318	MGBC105567	s__Ligilactobacillus murinus
MGBC000319	MGBC139895	s__Eubacterium_J plexicaudatum
MGBC000320	MGBC000320	s__Schaedlerella sp000364245
MGBC000321	MGBC105165	s__Parabacteroides goldsteinii
MGBC000322	MGBC000322	s__Helicobacter_A bilis
MGBC000323	MGBC000037	s__Escherichia coli
MGBC000324	MGBC000324	s__Bacteroides thetaiotaomicron
MGBC000325	MGBC116409	s__Bacteroides uniformis
MGBC000326	MGBC162392	s__Phocaeicola sartorii
MGBC000328	MGBC000328	s__Phocaeicola vulgatus
MGBC000329	MGBC114913	s__14-2 sp000403255
MGBC000330	MGBC101821	s__Kineothrix sp000403275
MGBC000331	MGBC000500	s__Schaedlerella sp000403295
MGBC000332	MGBC131349	s__14-2 sp000403315
MGBC000333	MGBC106688	s__COE1 sp000403335
MGBC000334	MGBC000334	s__Adlercreutzia caecimuris
MGBC000335	MGBC000335	s__Paenibacillus_A barengoltzii
MGBC000336	MGBC113583	s__Anaerotruncus sp000403395
MGBC000337	MGBC161191	s__Dubosiella sp000403415
MGBC000338	MGBC000338	s__Oscillibacter sp000403435
MGBC000339	MGBC105142	s__Dorea sp000403455
MGBC000340	MGBC114912	s__Dorea sp000403475
MGBC000341	MGBC141840	s__CAG-95 sp000403495
MGBC000343	MGBC000343	s__14-2 sp000403845
MGBC000344	MGBC105409	s__Mucispirillum schaedleri
MGBC000345	MGBC000345	s__Lawsonibacter sp000492175
MGBC000346	MGBC000346	s__Klebsiella_A oxytoca
MGBC000347	MGBC000037	s__Escherichia coli
MGBC000348	MGBC000348	s__Faecalibaculum rodentium
MGBC000349	MGBC000349	s__Flavonifractor plautii
MGBC000350	MGBC116812	s__Bifidobacterium animalis
MGBC000351	MGBC136599	s__Enterocloster clostridioformis
MGBC000355	MGBC000355	s__Akkermansia muciniphila
MGBC000357	MGBC000357	s__Turicimonas muris
MGBC000359	MGBC000359	s__Enterococcus faecalis
MGBC000360	MGBC103140	s__Blautia coccoides_A
MGBC000362	MGBC000348	s__Faecalibaculum rodentium
MGBC000364	MGBC165444	s__Ileibacterium valens
MGBC000365	MGBC102441	s__Dubosiella newyorkensis
MGBC000366	MGBC107915	s__Erysipelatoclostridium cocleatum
MGBC000367	MGBC000320	s__Schaedlerella sp000364245
MGBC000368	MGBC110046	s__Limosilactobacillus reuteri_D
MGBC000369	MGBC000384	s__Limosilactobacillus reuteri
MGBC000370	MGBC000370	g__Limosilactobacillus
MGBC000371	MGBC000384	s__Limosilactobacillus reuteri
MGBC000372	MGBC000384	s__Limosilactobacillus reuteri
MGBC000373	MGBC000384	s__Limosilactobacillus reuteri
MGBC000374	MGBC000384	s__Limosilactobacillus reuteri
MGBC000375	MGBC000375	s__Acutalibacter muris
MGBC000377	MGBC000377	s__Muribaculum intestinale
MGBC000384	MGBC000384	s__Limosilactobacillus reuteri
MGBC000386	MGBC000588	s__Longicatena innocuum
MGBC000387	MGBC000387	s__Prevotella sp004792655
MGBC000388	MGBC000377	s__Muribaculum intestinale
MGBC000389	MGBC000183	s__Adlercreutzia sp004793465
MGBC000391	MGBC000582	s__Rodentibacter heylii
MGBC000392	MGBC105567	s__Ligilactobacillus murinus
MGBC000393	MGBC000393	s__14-2 sp004793545
MGBC000394	MGBC128351	s__Lactobacillus johnsonii
MGBC000395	MGBC000395	s__CAG-56 sp004793585
MGBC000396	MGBC000377	s__Muribaculum intestinale
MGBC000397	MGBC000190	s__NM07-P-09 sp004793665
MGBC000399	MGBC109742	s__Muribaculum sp002492595
MGBC000400	MGBC105567	s__Ligilactobacillus murinus
MGBC000401	MGBC104239	s__Parabacteroides distasonis_A
MGBC000402	MGBC000013	s__Lactobacillus intestinalis
MGBC000403	MGBC105161	s__Clostridium_P perfringens
MGBC000404	MGBC162392	s__Phocaeicola sartorii
MGBC000405	MGBC000405	s__Cutibacterium humerusii
MGBC000406	MGBC110046	s__Limosilactobacillus reuteri_D
MGBC000407	MGBC103056	s__Dubosiella sp004793885
MGBC000408	MGBC000573	s__Enterococcus_B hirae
MGBC000409	MGBC163158	s__NM07-P-09 sp004793925
MGBC000410	MGBC000359	s__Enterococcus faecalis
MGBC000412	MGBC109852	s__CAG-485 sp002493045
MGBC000413	MGBC000413	s__Stenotrophomonas maltophilia_AO
MGBC000414	MGBC000414	s__Microbacterium sp003293595
MGBC000415	MGBC000011	s__Bacteroides acidifaciens
MGBC000416	MGBC000416	s__Clostridium sartagoforme_B
MGBC000417	MGBC000384	s__Limosilactobacillus reuteri
MGBC000418	MGBC000334	s__Adlercreutzia caecimuris
MGBC000419	MGBC162430	s__Bifidobacterium globosum
MGBC000420	MGBC104650	s__Muribaculum sp002473395
MGBC000421	MGBC000421	s__Bacteroides faecichinchillae
MGBC000422	MGBC000422	s__Sphingomonas olei
MGBC000424	MGBC000424	s__Klebsiella variicola
MGBC000425	MGBC000425	s__Escherichia flexneri
MGBC000427	MGBC000217	s__Parvibacter caecicola
MGBC000428	MGBC000428	s__Clostridium chromiireducens
MGBC000429	MGBC000429	s__Adlercreutzia mucosicola
MGBC000430	MGBC134540	g__Parasutterella
MGBC000431	MGBC000431	g__Streptococcus
MGBC000433	MGBC105567	s__Ligilactobacillus murinus
MGBC000434	MGBC111586	s__TF01-11 sp003611745
MGBC000436	MGBC000436	s__Clostridium paraputrificum
MGBC000437	MGBC105541	s__UBA3282 sp003611805
MGBC000441	MGBC000441	s__UBA9502 sp003611875
MGBC000444	MGBC000444	s__1XD8-76 sp003611955
MGBC000445	MGBC000445	s__Bacillus_A thuringiensis
MGBC000446	MGBC123542	s__TF01-11 sp003612285
MGBC000448	MGBC000448	s__Lawsonibacter sp003612335
MGBC000451	MGBC000451	s__CAG-95 sp003612395
MGBC000452	MGBC157434	s__UBA3282 sp003612405
MGBC000454	MGBC162430	s__Bifidobacterium globosum
MGBC000455	MGBC000455	s__D16-63 sp003612475
MGBC000457	MGBC000457	s__D16-34 sp003612515
MGBC000458	MGBC000458	s__C-53 sp003612525
MGBC000459	MGBC000459	s__Acutalibacter sp003612555
MGBC000461	MGBC000461	s__UBA7160 sp003612585
MGBC000462	MGBC000462	s__Virgibacillus sp003612345
MGBC000463	MGBC000110	s__Anaerotruncus sp003612625
MGBC000465	MGBC000465	s__Bacteroides ovatus
MGBC000468	MGBC115827	s__Parabacteroides distasonis
MGBC000469	MGBC000011	s__Bacteroides acidifaciens
MGBC000471	MGBC162466	s__Muribaculum sp002358615
MGBC000472	MGBC104239	s__Parabacteroides distasonis_A
MGBC000473	MGBC000011	s__Bacteroides acidifaciens
MGBC000475	MGBC105567	s__Ligilactobacillus murinus
MGBC000477	MGBC000477	s__Muricomes sp000509105
MGBC000478	MGBC167061	s__Lactobacillus taiwanensis
MGBC000479	MGBC000479	s__Alistipes onderdonkii
MGBC000480	MGBC000480	g__Limosilactobacillus
MGBC000481	MGBC000355	s__Akkermansia muciniphila
MGBC000482	MGBC000359	s__Enterococcus faecalis
MGBC000483	MGBC000042	g__Emergencia
MGBC000484	MGBC142465	s__Rodentibacter pneumotropicus
MGBC000485	MGBC000328	s__Phocaeicola vulgatus
MGBC000486	MGBC162392	s__Phocaeicola sartorii
MGBC000487	MGBC123032	g__CAG-95
MGBC000488	MGBC000139	s__Staphylococcus warneri
MGBC000489	MGBC000489	g__UBA9502
MGBC000491	MGBC000489	g__UBA9502
MGBC000494	MGBC000001	g__Schaedlerella
MGBC000495	MGBC000495	g__14-2
MGBC000496	MGBC000496	g__Kineothrix
MGBC000497	MGBC000100	g__Anaerotruncus
MGBC000498	MGBC000498	s__UBA9502 sp003669055
MGBC000499	MGBC000499	g__Senegalia
MGBC000500	MGBC000500	s__Schaedlerella sp000403295
MGBC000501	MGBC131118	g__Clostridium_Q
MGBC000502	MGBC000503	f__Butyricicoccaceae
MGBC000503	MGBC000503	f__Butyricicoccaceae
MGBC000504	MGBC000227	f__Anaerovoracaceae
MGBC000508	MGBC000395	s__CAG-56 sp004793585
MGBC000513	MGBC112607	s__Duncaniella muris
MGBC000515	MGBC000515	g__Lawsonibacter
MGBC000517	MGBC000134	g__D16-34
MGBC000518	MGBC000518	g__Lawsonibacter
MGBC000519	MGBC101916	g__Acutalibacter
MGBC000520	MGBC000220	g__Parvibacter
MGBC000522	MGBC000522	g__Acutalibacter
MGBC000523	MGBC000523	s__Enterococcus_A xiangfangensis
MGBC000524	MGBC000524	s__Clostridioides difficile
MGBC000527	MGBC000527	f__Erysipelotrichaceae
MGBC000529	MGBC000548	g__Acutalibacter
MGBC000530	MGBC105224	g__CAG-95
MGBC000531	MGBC000531	g__CAG-95
MGBC000532	MGBC118027	g__CAG-81
MGBC000533	MGBC000533	g__Acutalibacter
MGBC000535	MGBC143741	f__Lachnospiraceae
MGBC000536	MGBC000334	s__Adlercreutzia caecimuris
MGBC000537	MGBC113583	s__Anaerotruncus sp000403395
MGBC000538	MGBC000538	g__Lawsonibacter
MGBC000539	MGBC000539	g__Bacillus_AK
MGBC000540	MGBC000183	s__Adlercreutzia sp004793465
MGBC000541	MGBC000541	g__Emergencia
MGBC000542	MGBC000542	g__Flavonifractor
MGBC000543	MGBC131955	g__Odoribacter
MGBC000544	MGBC117240	s__Turicibacter sp002311155
MGBC000546	MGBC101916	g__Acutalibacter
MGBC000547	MGBC000042	g__Emergencia
MGBC000548	MGBC000548	g__Acutalibacter
MGBC000551	MGBC000551	s__Enterococcus_C asini
MGBC000552	MGBC000359	s__Enterococcus faecalis
MGBC000555	MGBC000555	g__Lawsonibacter
MGBC000557	MGBC000557	s__Muricomes intestini
MGBC000558	MGBC000558	s__Cuneatibacter caecimuris
MGBC000559	MGBC000559	s__Dorea muris
MGBC000561	MGBC000561	s__Longibaculum muris
MGBC000562	MGBC000562	s__Paenibacillus amylolyticus
MGBC000563	MGBC000563	s__Frisingicoccus caecimuris
MGBC000564	MGBC000564	s__Blautia_A sp000433815
MGBC000565	MGBC000565	g__Actinomyces
MGBC000567	MGBC000183	s__Adlercreutzia sp004793465
MGBC000568	MGBC000568	f__Garciellaceae
MGBC000569	MGBC000569	s__Enterocloster bolteae
MGBC000570	MGBC105567	s__Ligilactobacillus murinus
MGBC000573	MGBC000573	s__Enterococcus_B hirae
MGBC000574	MGBC000574	s__Staphylococcus xylosus
MGBC000575	MGBC103503	s__Enterococcus_D gallinarum
MGBC000576	MGBC000011	s__Bacteroides acidifaciens
MGBC000577	MGBC000577	s__Bacteroides xylanisolvens
MGBC000578	MGBC000578	s__Paraclostridium bifermentans
MGBC000579	MGBC167061	s__Lactobacillus taiwanensis
MGBC000580	MGBC000217	s__Parvibacter caecicola
MGBC000581	MGBC000334	s__Adlercreutzia caecimuris
MGBC000582	MGBC000582	s__Rodentibacter heylii
MGBC000584	MGBC000100	g__Anaerotruncus
MGBC000585	MGBC000585	s__Longicatena caecimuris
MGBC000586	MGBC000586	s__Clostridium_Q symbiosum
MGBC000587	MGBC103140	s__Blautia coccoides_A
MGBC000588	MGBC000588	s__Longicatena innocuum
MGBC000589	MGBC000589	s__Clostridium_F tepidum
MGBC000591	MGBC105165	s__Parabacteroides goldsteinii
MGBC000592	MGBC000018	s__Proteus mirabilis
MGBC000596	MGBC000596	s__Erysipelatoclostridium ramosum
MGBC000597	MGBC000597	s__Anaerosalibacter_A massiliensis
MGBC000598	MGBC162392	s__Phocaeicola sartorii
MGBC000599	MGBC000599	s__Oceanobacillus caeni
MGBC000600	MGBC000600	s__Acetatifactor muris
MGBC000601	MGBC000601	s__Paeniclostridium sordellii
MGBC000602	MGBC000602	s__Bacillus_A cereus
MGBC000603	MGBC000603	g__Clostridium
MGBC000604	MGBC000604	s__Clostridium_G cochlearium
MGBC000606	MGBC000606	s__Lactobacillus rodentium
MGBC000607	MGBC000607	s__Intestinimonas butyriciproducens
MGBC100001	MGBC100255	s__UBA7050 sp003979345
MGBC100002	MGBC109474	g__UBA7173
MGBC100006	MGBC129157	s__CAG-485 sp002362485
MGBC100008	MGBC103508	g__Duncaniella
MGBC100010	MGBC128295	s__Muribaculum arabinoxylanisolvens
MGBC100011	MGBC116472	s__Alistipes sp002362235
MGBC100012	MGBC000377	s__Muribaculum intestinale
MGBC100013	MGBC118768	g__Acetatifactor
MGBC100014	MGBC111877	g__CAG-873
MGBC100015	MGBC141840	s__CAG-95 sp000403495
MGBC100016	MGBC106726	g__UBA11940
MGBC100018	MGBC167141	s__Prevotella sp002933775
MGBC100019	MGBC100019	g__Rikenella
MGBC100022	MGBC140709	g__Ruthenibacterium
MGBC100024	MGBC108415	s__CAG-485 sp002361155
MGBC100025	MGBC119292	g__CAG-303
MGBC100027	MGBC106096	s__UBA7173 sp001689485
MGBC100029	MGBC103686	g__UBA3282
MGBC100032	MGBC112867	g__CAG-873
MGBC100034	MGBC162966	g__Odoribacter
MGBC100035	MGBC135575	s__Bacteroides sp002491635
MGBC100037	MGBC113610	g__COE1
MGBC100039	MGBC105353	f__Lachnospiraceae
MGBC100040	MGBC164577	g__UBA7173
MGBC100042	MGBC110404	s__Mailhella sp003512875
MGBC100043	MGBC143306	s__Duncaniella sp001689425
MGBC100045	MGBC100798	f__UBA3700
MGBC100049	MGBC112607	s__Duncaniella muris
MGBC100054	MGBC110790	s__Paramuribaculum intestinale
MGBC100057	MGBC105311	s__Duncaniella sp002492665
MGBC100058	MGBC109742	s__Muribaculum sp002492595
MGBC100060	MGBC109742	s__Muribaculum sp002492595
MGBC100062	MGBC111877	g__CAG-873
MGBC100063	MGBC128991	f__Muribaculaceae
MGBC100064	MGBC116472	s__Alistipes sp002362235
MGBC100065	MGBC143167	g__CAG-632
MGBC100066	MGBC108415	s__CAG-485 sp002361155
MGBC100067	MGBC133433	g__RC9
MGBC100068	MGBC128295	s__Muribaculum arabinoxylanisolvens
MGBC100069	MGBC100069	g__CAG-510
MGBC100072	MGBC103508	g__Duncaniella
MGBC100074	MGBC106096	s__UBA7173 sp001689485
MGBC100076	MGBC112607	s__Duncaniella muris
MGBC100077	MGBC105311	s__Duncaniella sp002492665
MGBC100080	MGBC100080	g__Acetatifactor
MGBC100081	MGBC161649	f__UBA3700
MGBC100082	MGBC100163	g__Tidjanibacter
MGBC100083	MGBC110404	s__Mailhella sp003512875
MGBC100084	MGBC100084	g__1XD8-76
MGBC100087	MGBC110790	s__Paramuribaculum intestinale
MGBC100088	MGBC000011	s__Bacteroides acidifaciens
MGBC100089	MGBC119292	g__CAG-303
MGBC100092	MGBC129157	s__CAG-485 sp002362485
MGBC100098	MGBC143306	s__Duncaniella sp001689425
MGBC100099	MGBC000377	s__Muribaculum intestinale
MGBC100101	MGBC113184	s__CAG-873 sp002490635
MGBC100104	MGBC100164	g__Butyrivibrio_A
MGBC100107	MGBC101899	g__UBA3282
MGBC100108	MGBC111253	g__UBA11940
MGBC100111	MGBC100111	g__UBA11963
MGBC100113	MGBC125142	g__Acetatifactor
MGBC100116	MGBC119292	g__CAG-303
MGBC100118	MGBC000377	s__Muribaculum intestinale
MGBC100119	MGBC129157	s__CAG-485 sp002362485
MGBC100120	MGBC100069	g__CAG-510
MGBC100124	MGBC105311	s__Duncaniella sp002492665
MGBC100127	MGBC100127	g__Eubacterium_R
MGBC100128	MGBC113184	s__CAG-873 sp002490635
MGBC100130	MGBC133433	g__RC9
MGBC100133	MGBC109742	s__Muribaculum sp002492595
MGBC100134	MGBC102794	s__Paramuribaculum sp001689565
MGBC100135	MGBC128295	s__Muribaculum arabinoxylanisolvens
MGBC100136	MGBC112867	g__CAG-873
MGBC100138	MGBC100138	g__Parabacteroides
MGBC100142	MGBC100264	s__UBA7173 sp900548705
MGBC100143	MGBC110404	s__Mailhella sp003512875
MGBC100146	MGBC111877	g__CAG-873
MGBC100150	MGBC106096	s__UBA7173 sp001689485
MGBC100151	MGBC105567	s__Ligilactobacillus murinus
MGBC100152	MGBC103508	g__Duncaniella
MGBC100153	MGBC128991	f__Muribaculaceae
MGBC100154	MGBC164577	g__UBA7173
MGBC100157	MGBC132469	g__Kineothrix
MGBC100158	MGBC100158	g__Ruminococcus
MGBC100160	MGBC100255	s__UBA7050 sp003979345
MGBC100161	MGBC000425	s__Escherichia flexneri
MGBC100162	MGBC100162	s__CAG-873 sp001689665
MGBC100163	MGBC100163	g__Tidjanibacter
MGBC100164	MGBC100164	g__Butyrivibrio_A
MGBC100165	MGBC117295	s__UBA3263 sp001689615
MGBC100167	MGBC156923	g__CAG-582
MGBC100168	MGBC105311	s__Duncaniella sp002492665
MGBC100170	MGBC143606	g__G11
MGBC100171	MGBC162966	g__Odoribacter
MGBC100172	MGBC100172	g__Kineothrix
MGBC100173	MGBC104969	g__UBA3282
MGBC100174	MGBC100174	f__Lachnospiraceae
MGBC100175	MGBC105409	s__Mucispirillum schaedleri
MGBC100180	MGBC133433	g__RC9
MGBC100181	MGBC128991	f__Muribaculaceae
MGBC100182	MGBC120929	f__UBA3700
MGBC100184	MGBC128953	f__UBA3700
MGBC100188	MGBC128295	s__Muribaculum arabinoxylanisolvens
MGBC100189	MGBC111877	g__CAG-873
MGBC100190	MGBC143306	s__Duncaniella sp001689425
MGBC100191	MGBC113184	s__CAG-873 sp002490635
MGBC100192	MGBC100310	g__Acetatifactor
MGBC100193	MGBC129157	s__CAG-485 sp002362485
MGBC100196	MGBC167064	g__UBA3282
MGBC100197	MGBC105353	f__Lachnospiraceae
MGBC100199	MGBC118434	s__COE1 sp002490665
MGBC100201	MGBC000377	s__Muribaculum intestinale
MGBC100206	MGBC143807	g__Alistipes
MGBC100210	MGBC143118	f__Lachnospiraceae
MGBC100211	MGBC108415	s__CAG-485 sp002361155
MGBC100212	MGBC117240	s__Turicibacter sp002311155
MGBC100213	MGBC106096	s__UBA7173 sp001689485
MGBC100215	MGBC109742	s__Muribaculum sp002492595
MGBC100216	MGBC000375	s__Acutalibacter muris
MGBC100217	MGBC110001	g__CAG-45
MGBC100220	MGBC100255	s__UBA7050 sp003979345
MGBC100227	MGBC130266	g__UBA3282
MGBC100229	MGBC111877	g__CAG-873
MGBC100230	MGBC100230	g__CAG-510
MGBC100231	MGBC116472	s__Alistipes sp002362235
MGBC100233	MGBC151438	f__Lachnospiraceae
MGBC100234	MGBC100162	s__CAG-873 sp001689665
MGBC100235	MGBC108415	s__CAG-485 sp002361155
MGBC100236	MGBC102794	s__Paramuribaculum sp001689565
MGBC100239	MGBC113184	s__CAG-873 sp002490635
MGBC100242	MGBC143807	g__Alistipes
MGBC100243	MGBC110790	s__Paramuribaculum intestinale
MGBC100245	MGBC111853	s__CAG-485 sp002361215
MGBC100246	MGBC100019	g__Rikenella
